0.080,0.135
9.000,0.739
0.001,0.067
0.100,0.126
8.000,0.646
5.000,0.435
0.100,0.069
6.000,0.497
0.050,0.068
0.500,0.116
0.002,0.07
2.000,0.289
0.005,0.076
10.000,0.744
0.010,0.083
7.000,0.56
6.000,0.48
5.000,0.399
1.000,0.153
1.000,0.149
